1486	127	104
883	315	111
1016	83	13
2163	99	95
753	272	78
4105	108	146
729	398	41
1157	46	53
2604	65	113
3941	384	74
1241	31	117
3174	273	86
1482	234	77
1350	156	52
868	85	85
10884	56	86
791	417	150
978	531	14
2499	367	99
7997	435	68
577	130	35
397	58	82
7233	207	68
8299	534	123
2886	295	48
3101	119	43
3235	243	57
1526	373	107
4765	343	82
196	236	104
1857	355	40
4987	231	47
2217	93	45
1636	296	91
303	371	96
7539	64	83
2609	311	41
2002	395	90
9602	175	35
2312	240	75
1375	155	27
1833	89	116
1231	54	89
5785	170	29
2115	96	43
9721	338	20
1507	41	68
2790	415	86
1057	334	25
3677	429	118
1999	230	49
8074	101	114
907	238	35
2866	400	55
1879	358	74
1198	243	42
2307	147	55
2668	399	56
1292	213	77
779	229	120
606	103	93
995	233	87
315	140	62
2945	422	132
1429	431	34
7274	89	79
2098	398	81
2757	419	41
1332	396	16
7991	111	88
2151	320	71
1039	316	10
270	325	70
3014	322	35
2483	158	48
1065	162	18
2967	62	142
1755	44	49
1623	217	46
3718	398	12
3835	55	31
3083	350	135
3213	53	119
3584	154	87
5728	352	129
6770	338	104
983	274	68
1580	126	25
1597	144	83
4853	326	24
1345	368	44
9272	515	42
7250	526	95
2173	297	60
2485	255	13
3005	274	71
1325	343	108
7137	192	79
10313	576	105
1411	311	20
1906	286	120
2664	189	99
1947	498	198
1581	159	63
4473	572	157
2812	251	95
579	423	85
1495	325	81
3349	156	105
8026	109	68
3629	414	50
5251	359	45
4448	370	108
5141	312	47
4312	337	93
2504	42	139
894	157	18
5500	150	31
626	159	74
894	164	56
1715	278	145
1510	165	108
627	49	22
510	115	36
202	204	19
702	272	132
3678	191	104
826	203	48
3028	302	23
991	40	49
2122	191	97
7128	457	142
504	113	116
3259	226	82
1143	248	38
1724	190	147
1784	329	130
1638	200	61
510	257	109
4459	488	114
4388	350	85
2016	245	37
2783	486	160
8146	86	55
3681	281	17
1999	362	8
3165	57	105
1054	102	77
1389	359	95
278	39	16
767	268	128
2278	253	154
562	386	25
1884	82	75
227	290	110
4319	506	107
1986	72	82
2528	289	15
1739	200	29
1441	225	61
1543	260	62
4644	230	74
2746	187	50
4737	538	67
907	248	52
2440	437	67
1318	172	29
1386	53	48
809	125	59
1497	216	75
462	256	14
2639	28	34
723	135	30
1297	96	25
2911	343	98
651	224	63
1236	139	16
1657	82	9
1697	173	123
3517	36	123
3574	316	88
2293	362	35
2271	534	152
2412	203	111
11441	515	79
4384	530	73
2826	35	58
6879	118	57
1238	152	67
3898	46	60
699	109	37
424	368	120
3506	310	29
3008	100	7
595	239	67
4580	194	35
2298	318	118
5063	430	101
493	192	40
1284	113	44
